Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,Resume score
147,University of Greenwich,3.98,Bachelors,Colchester,F,N/A,0,0,1,Algorithm Validation Engineer,3/7,N/A,Financial Technology Analyst,4/16,9/19,Private Equity Analyst,12/21,7/23,0.34
148,University of Texas at Austin,0.56,Bachelors,Southampton,M,0,1,N/A,2,Client Relations Analyst,2/3,6/6,Liquidity Stress Testing Analyst,2/7,4/11,Hedge Fund Analyst,12/16,7/23,3.85
149,Stanford University,2.41,Masters,New Orleans,F,1,0,1,0,Commodity Analyst,10/5,3/23,Basel II Analyst,9/12,10/24,Financial Advisor,12/18,4/21,4.88
150,Temple University,0.95,Masters,Daytona Beach,N/A,N/A,0,N/A,1,Customer Lifetime Value Analyst,11/17,N/A,Consumer Insights Analyst,9/13,12/13,Structured Finance Analyst,4/16,3/23,3.22
151,California Institute of Technology,1.62,Phd,Tampa,M,1,0,1,2,Regulatory Compliance Analyst,6/20,10/21,N/A,N/A,N/A,N/A,N/A,N/A,6.23
152,Queens University Belfast,0.04,Phd,Columbus,M,0,1,1,4,Financial Controller,2/3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.79
153,Durham University,0.56,Phd,Evanston,F,N/A,0,1,1,Customer Experience Analyst,3/10,10/14,Economic Analyst,3/9,11/11,Hedge Fund Quantitative Analyst,5/13,8/17,3.5
154,University of Toledo,1.72,Phd,Cambridge,N/A,0,1,1,1,Algorithm Validation Engineer,11/22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.19
155,University of Iowa,3.96,Masters,Williamsburg,F,1,0,1,0,Hedge Fund Analyst,11/19,12/20,Counterparty Credit Risk Analyst,8/3,3/9,Liquidity Stress Testing Analyst,8/3,8/20,6.45
156,University of Nevada Las Vegas,3.9,Phd,Toledo,N/A,1,1,0,1,Robo Advisory Data Scientist,6/14,12/20,Financial Reporting Data Scientist,11/11,4/15,Mergers and Acquisitions Analyst,7/17,12/22,7.92
157,University of Glasgow,4.1,Phd,Roehampton,M,N/A,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.57
158,University of Idaho,0.17,Phd,Hatfield,N/A,1,0,0,2,Machine Learning Engineer,7/21,12/23,Credit Analyst,7/23,1/24,N/A,N/A,N/A,4.47
159,University of New Mexico,4.9,Phd,Cambridge,F,N/A,1,N/A,1,Economic Capital Analyst,11/9,1/20,Market Research Analyst,9/24,10/24,Customer Lifetime Value Analyst,8/13,9/17,9.57
160,Georgia Institute of Technology,3.18,Phd,Cincinnati,N/A,0,1,0,2,Financial Advisor,2/6,9/22,Enterprise Risk Management Analyst,11/16,3/18,Predictive Analytics Manager,11/16,2/19,0.56
161,Imperial College London,4.1,Bachelors,Boston,M,1,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.66
162,Wake Forest University,4.37,Bachelors,Denver,N/A,N/A,0,N/A,1,Regulatory Capital Analyst,5/20,3/23,Consumer Insights Analyst,9/20,4/21,Regulatory Capital Analyst,8/4,12/21,2.42
163,University of Tulsa,0.77,Phd,Preston,M,1,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.81
164,University of Oregon,0.27,Masters,Guildford,N/A,1,0,1,0,Financial Controller,10/20,3/21,Cost Analyst,1/15,5/21,Strategic Planning Analyst,11/8,12/23,7.9
165,University of Dundee,1.6,Phd,Austin,N/A,1,0,N/A,1,Structured Finance Analyst,5/8,7/19,Risk Appetite Analyst,10/10,7/17,N/A,N/A,N/A,1.1
166,Stanford University,0.29,Phd,Cambridge,M,0,0,N/A,1,Banking Technology Consultant,1/13,12/20,Regulatory Reporting Data Scientist,9/12,1/14,Investment Banking Analyst,10/6,9/24,1.18
167,HeriotWatt University,0.39,Masters,College Station,M,N/A,0,0,0,Sales Analyst,8/9,N/A,Risk Appetite Analyst,4/10,11/14,Algorithmic Investment Strategist,6/15,8/15,7.39
168,Rutgers,3.44,Phd,Hatfield,M,1,1,1,2,Credit Risk Analyst,11/13,N/A,Algorithmic Investment Strategist,4/24,12/24,Equity Research Analyst,9/6,12/23,6.02
169,Texas State University,2.38,Bachelors,Tuscaloosa,M,1,1,N/A,1,Consumer Insights Analyst,8/2,6/23,Banking Operations Data Scientist,6/16,3/19,Regulatory Compliance Analyst,1/16,4/18,8.91
170,Baylor University,0.84,Bachelors,Brighton,M,N/A,1,1,4,Treasury Analyst,6/13,6/20,Model Governance Analyst,12/3,11/24,N/A,N/A,N/A,1.07
171,Kingston University,4.08,Phd,Philadelphia,N/A,1,1,N/A,2,Credit Risk Analyst,8/10,11/17,Anti Money Laundering Specialist,4/6,12/10,Corporate Finance Analyst,7/2,3/18,2.31
172,University of Rochester,1.38,Phd,St. Andrews,M,0,0,0,2,Customer Segmentation Specialist,7/3,11/7,High Frequency Trading Strategist,9/13,1/20,Data Visualization Specialist,3/4,6/9,6.29
173,University of Central Florida,2.49,Masters,Newark,N/A,N/A,1,N/A,3,Asset Liability Management Analyst,8/11,9/18,Customer Segmentation Specialist,2/24,9/24,N/A,N/A,N/A,6.98
174,Ohio University ,2.01,Phd,Brighton,F,1,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.7
175,University of North Carolina Wilmington,0.79,Masters,Bellingham,M,N/A,1,N/A,0,Enterprise Risk Management Analyst,9/10,8/18,Client Relations Analyst,4/14,6/14,Customer Experience Analyst,6/20,9/21,3.1
176,Northumbria University,4.63,Phd,New Brunswick,N/A,1,1,N/A,3,Model Risk Management Specialist,6/19,7/21,Treasury Data Scientist,9/21,1/24,Insurance Analyst,5/9,8/18,6.76
177,Rensselaer Polytechnic Institute,0.92,Bachelors,Lancaster,N/A,1,1,0,1,Commercial Banking Analyst,12/11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.37
178,Bangor University,1.07,Bachelors,Derby,F,0,0,1,0,Investment Analyst,4/15,N/A,Risk Appetite Analyst,7/21,6/22,Private Equity Analyst,1/14,4/21,6.45
179,Staffordshire University,0.2,Masters,Houston,M,1,1,1,0,Corporate Finance Analyst,11/21,N/A,Algorithmic Market Analyst,6/10,3/11,Quantitative Trading Analyst,4/5,12/16,8.14
180,University of Westminster,2.05,Masters,New Orleans,N/A,1,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.86
181,University of East London,1.32,Bachelors,Evanston,M,0,0,0,3,Market Microstructure Analyst,7/12,3/15,Investment Operations Analyst,7/12,1/23,Insurance Analyst,5/17,11/19,1.34
182,West Virginia University,2.73,Masters,Tulsa,N/A,1,0,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.98
183,University of Houston,0.73,Phd,Roehampton,F,N/A,0,N/A,2,Economic Analyst,9/19,5/22,Economic Analyst,6/24,8/24,Market Sentiment Analyst,4/16,9/20,9.32
184,University of Iowa,0.17,Masters,Cambridge,M,N/A,1,0,2,Algorithmic Trading Developer,10/4,11/20,Machine Learning Model Validator,3/10,5/17,Financial Product Analyst,10/14,2/22,1.17
185,Colorado School of Mines,4.43,Bachelors,Orlando,N/A,N/A,1,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.94
186,Liverpool John Moores University,2.19,Phd,Fort Lauderdale,F,0,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.4
187,University of Rhode Island,1.2,Bachelors,Birmingham,M,N/A,0,N/A,1,Quantitative Risk Analyst,9/11,2/24,Risk Analyst,10/11,7/14,N/A,N/A,N/A,4.33
188,Aberystwyth University,4.17,Masters,Cambridge,M,N/A,1,0,2,Financial Econometrics Researcher,5/11,9/18,N/A,N/A,N/A,N/A,N/A,N/A,2.92
189,Colorado State University Fort Collins,0.33,Masters,Loughborough,M,N/A,1,N/A,2,Algorithmic Market Maker,6/20,8/24,N/A,N/A,N/A,N/A,N/A,N/A,7.74
190,Edge Hill University,0.25,Bachelors,Rochester,M,1,1,N/A,2,Insurance Analyst,1/7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.77
191,Imperial College London,2.08,Phd,Las Cruces,M,0,1,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.04
192,Colorado State University Fort Collins,2.69,Phd,Atlanta,M,N/A,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.19
193,Boston University,0.93,Masters,Arlington,N/A,0,1,0,3,Model Risk Management Specialist,2/23,6/24,N/A,N/A,N/A,N/A,N/A,N/A,9.74
194,Stevens Institute of Technology,3.5,Bachelors,Kingston upon Thames,N/A,0,1,1,3,Machine Learning Model Auditor,1/10,11/14,Environmental Social and Governance Analyst,10/18,5/22,Algorithmic Risk Manager,12/22,9/23,6.63
195,University of Cincinnati,3.16,Bachelors,Syracuse,N/A,N/A,1,0,4,Financial Advisor,3/12,5/19,Credit Scoring Specialist,2/7,9/13,High Frequency Trading Strategist,3/24,11/24,6.24
196,University of Utah,3.66,Phd,Cambridge,F,N/A,1,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.89
197,Louisiana State University,1.6,Bachelors,Colchester,F,1,0,N/A,0,Derivatives Pricing Analyst,11/15,1/22,N/A,N/A,N/A,N/A,N/A,N/A,5.32
198,University of South Dakota,1.57,Masters,Pullman,N/A,0,0,N/A,2,Investment Portfolio Analyst,3/18,N/A,Treasury Analyst,6/13,2/20,Predictive Analytics Manager,10/19,3/22,0.46
199,Stanford University,2.33,Phd,Nottingham,F,0,1,0,1,Quantitative Trading Analyst,6/5,12/10,Credit Loss Forecasting Analyst,5/4,6/16,Financial Market Data Scientist,12/4,3/10,7.34
200,Binghamton University State University of New York,0.06,Masters,Omaha,M,1,0,0,1,Econometrician,12/9,2/19,Mortgage Risk Analyst,2/12,1/14,Fixed Income Analyst,2/16,12/16,6
201,University of Notre Dame,2.21,Phd,Lincoln,N/A,N/A,0,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.68
202,University of Minnesota,4.5,Masters,Ann Arbor,N/A,N/A,1,0,2,Enterprise Risk Management Analyst,10/6,N/A,Banking Fraud Investigator,9/10,7/21,Quantitative Behavioral Finance Analyst,3/2,1/22,5.36
203,University of Lincoln,4.36,Phd,Columbus,F,N/A,1,1,1,Loan Approval Modeler,9/15,8/18,N/A,N/A,N/A,N/A,N/A,N/A,9.85
204,Tufts University,1.79,Phd,Birmingham,F,N/A,1,1,1,Algorithmic Trade Surveillance Analyst,12/4,8/20,Market Research Scientist,6/11,9/19,Model Development Analyst,12/5,10/23,7.65
205,San Diego State University,1.32,Phd,Evanston,N/A,1,0,N/A,1,Marketing Data Scientist,7/3,5/8,N/A,N/A,N/A,N/A,N/A,N/A,5.59
206,Oregon State University,1.12,Masters,Edinburgh,M,1,1,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.55
207,University of Chicago,0.82,Masters,Buffalo,N/A,1,0,1,3,Strategic Planning Analyst,2/15,12/17,Economic Capital Analyst,2/8,2/24,Equity Research Analyst,5/15,3/16,2.24
208,Georgia State University,4.1,Phd,Rochester,F,1,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.37
209,University of Bath,4.72,Phd,Bristol,F,0,1,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.51
210,University of California Santa Cruz,1.61,Phd,North West,M,1,1,N/A,2,Algorithmic Trade Surveillance Analyst,10/22,1/23,Credit Scoring Specialist,2/3,2/17,Financial Econometrics Researcher,5/21,2/22,2.25
211,New Mexico State University,3.51,Bachelors,Bellingham,N/A,N/A,1,0,1,Asset Pricing Analyst,4/14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.08
212,SOAS University of London,1.62,Phd,Coventry,M,N/A,1,0,1,Financial Data Analyst,4/8,9/10,N/A,N/A,N/A,N/A,N/A,N/A,2.54
213,Michigan State University,2.38,Phd,Bristol,M,1,1,N/A,2,Alternative Data Researcher,11/5,8/21,N/A,N/A,N/A,N/A,N/A,N/A,7.84
214,University of North Carolina at Greensboro,2.02,Masters,Cambridge,F,0,0,0,3,Algorithmic Liquidity Manager,11/21,1/22,N/A,N/A,N/A,N/A,N/A,N/A,7.12
215,City University of London,1.57,Bachelors,Fairbanks,F,0,1,1,2,Structured Finance Analyst,8/9,9/24,Financial Reporting Analyst,7/13,8/23,Equity Research Analyst,7/18,11/18,8.17
216,University of Bedfordshire,0.19,Bachelors,Aberystwyth,F,N/A,1,0,1,Financial Data Analyst,11/19,10/23,Model Development Analyst,7/22,5/24,Investment Banking Analyst,2/20,2/23,2.35
217,University of Cincinnati,1.6,Bachelors,Newcastle upon Tyne,F,1,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.13
218,University of Alabama in Huntsville,2.88,Bachelors,Cambridge,M,N/A,0,N/A,1,Commercial Banking Analyst,4/22,8/24,Wealth Management Analyst,6/15,10/15,Loan Approval Modeler,1/16,1/20,7.4
219,Goldsmiths University of London,3.76,Bachelors,Baltimore,M,1,0,N/A,2,Financial Systems Analyst,9/8,N/A,Fixed Income Research Analyst,12/13,12/20,N/A,N/A,N/A,3.29
220,Glasgow Caledonian University,2.68,Phd,Hatfield,F,1,0,1,3,Equity Derivatives Analyst,10/8,N/A,Wealth Management Analyst,9/16,12/23,N/A,N/A,N/A,5.21
221,University of Bristol,0.74,Bachelors,Washington DC,N/A,1,0,0,3,Fixed Income Analyst,3/14,7/21,Market Research Scientist,5/17,7/19,Customer Experience Analyst,5/9,3/23,4.35
222,University of North Carolina at Chapel Hill,2.38,Masters,St. Louis,N/A,0,0,N/A,2,Structured Finance Analyst,6/8,N/A,Hedge Fund Analyst,7/22,11/22,Data Mining Engineer,11/23,8/24,1.12
223,University of California Riverside,3.85,Phd,East Lansing,M,0,1,0,3,Quantitative Model Validator,1/6,10/16,Environmental Social and Governance Analyst,1/10,2/19,Customer Segmentation Specialist,7/22,9/22,9.6
224,Columbia University,3.54,Masters,Birmingham,M,1,1,N/A,0,Financial Data Analyst,3/8,6/20,Banking Technology Consultant,3/15,10/22,Financial Systems Analyst,12/14,11/15,3.06
225,Louisiana Tech University,0.94,Masters,Denver,F,0,1,0,0,Fixed Income Analyst,3/17,3/23,Credit Risk Analyst,10/3,7/15,N/A,N/A,N/A,10
226,Johns Hopkins University,4.29,Bachelors,Cincinnati,F,N/A,0,1,2,Market Research Analyst,2/5,N/A,Derivatives Analyst,1/13,6/16,N/A,N/A,N/A,1.64
227,University of St Andrews,0.25,Masters,Cincinnati,M,1,1,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.27
228,Auburn University,4.84,Phd,Tulsa,M,0,1,1,0,Credit Scoring Specialist,11/8,8/16,Banking Operations Data Scientist,1/21,12/23,N/A,N/A,N/A,0.46
229,Baylor University,4.56,Phd,Ithaca,N/A,1,0,1,0,Machine Learning Engineer,6/5,3/17,Investment Operations Analyst,1/24,9/24,Algorithmic Compliance Officer,1/11,8/20,5.28
230,Rutgers,1.48,Phd,Sheffield,N/A,N/A,1,1,4,Quantitative Analyst,1/17,9/18,N/A,N/A,N/A,N/A,N/A,N/A,4.99
231,Colorado State University Fort Collins,4.37,Bachelors,Boston,F,1,1,1,2,Regulatory Reporting Data Scientist,6/11,12/21,Basel II Analyst,5/19,2/21,Model Risk Management Specialist,6/16,5/18,8.71
232,Louisiana State University,0.48,Bachelors,Kingston,N/A,N/A,0,1,4,Algorithmic Investment Strategist,7/7,N/A,Cost Analyst,3/7,1/10,Insurance Analyst,11/20,7/23,8.35
233,University of Essex,3.14,Phd,Moscow,F,N/A,0,0,4,Asset Pricing Analyst,6/13,7/24,N/A,N/A,N/A,N/A,N/A,N/A,2.08
234,Boston University,0.82,Bachelors,Bozeman,F,1,1,0,3,Quantitative Risk Analyst,1/20,11/20,Market Research Scientist,9/15,1/23,Quantitative Trading Analyst,3/23,4/24,0.57
235,Indiana University,2.6,Phd,Denver,F,1,0,1,2,Algorithmic Liquidity Manager,3/11,7/14,Asset Management Analyst,12/21,8/24,Financial Planning and Analysis Analyst,6/17,12/20,5.39
236,University of Missouri Columbia,0.81,Bachelors,Arlington,M,1,0,1,3,Stress Testing Modeler,8/22,10/23,Risk Analyst,6/20,5/21,Quantitative Model Validator,8/17,4/18,3.42
237,Vanderbilt University,1.78,Masters,Reading,F,1,0,1,3,Regulatory Stress Testing Analyst,1/6,N/A,Credit Default Swap Analyst,10/18,1/21,Mutual Fund Analyst,4/14,12/18,5.63
238,Oregon State University,4.23,Masters,Wolverhampton,F,0,0,N/A,2,Financial Modelling Analyst,11/7,1/12,Risk Analyst,5/14,2/21,Model Implementation Specialist,3/15,8/21,6.32
239,Kent State University,0,Bachelors,Barnet,M,0,1,N/A,1,Mortgage Risk Analyst,3/6,2/16,Investment Portfolio Analyst,9/19,9/21,N/A,N/A,N/A,5.15
240,University of Pittsburgh,2.41,Bachelors,Arlington,M,0,0,1,3,Regulatory Reporting Data Scientist,2/15,2/20,Quantitative Investment Analyst,9/24,10/24,Investment Analyst,12/6,5/24,5.63
241,University of California Santa Barbara,2.01,Phd,Hoboken,F,1,1,N/A,3,Quantitative Behavioral Finance Analyst,2/22,N/A,Risk Modeling Analyst,8/2,1/22,N/A,N/A,N/A,4.47
242,University of Manchester,1.46,Masters,Ames,M,1,1,1,3,Banking Fraud Investigator,1/6,12/24,Financial Planning and Analysis Analyst,12/16,7/22,Investment Risk Analyst,1/4,8/11,2.91
243,University of Greenwich,4.67,Phd,St. Louis,N/A,1,0,1,1,Strategic Planning Analyst,5/5,8/13,N/A,N/A,N/A,N/A,N/A,N/A,5.74
244,Stanford University,3.91,Masters,York,M,0,0,N/A,0,Product Pricing Analyst,8/8,10/18,Asset Liability Management Analyst,1/14,7/17,Data Visualization Specialist,5/8,6/22,0.13
245,Columbia University,1.1,Bachelors,Moscow,F,0,0,1,3,Insurance Analyst,1/9,8/22,Behavioral Analytics Researcher,6/7,1/15,Data Mining Engineer,2/14,2/20,6.42
246,Sheffield Hallam University,2.74,Bachelors,Roehampton,F,0,0,0,0,Product Pricing Analyst,5/14,9/14,Investment Operations Analyst,1/18,1/24,Treasury Data Scientist,2/6,7/7,9.24
247,University of Surrey,4.63,Masters,St. Andrews,M,1,1,0,2,Credit Loss Forecasting Analyst,4/12,5/24,Algorithmic Trading Risk Manager,4/7,6/15,Capital Markets Data Scientist,11/10,2/11,9.09
248,University of Alabama,1.24,Bachelors,Clemson,F,1,1,N/A,4,Business Intelligence Analyst,11/16,6/18,Financial Technology Analyst,1/4,8/19,High Frequency Trading Strategist,9/24,10/24,3.88
249,University of Texas at Austin,2.92,Bachelors,Austin,F,N/A,1,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.82
250,Ohio State University,4.44,Masters,Coleraine,N/A,N/A,1,0,2,Quantitative Analyst,1/24,N/A,Financial Technology Analyst,8/15,4/17,Investment Operations Analyst,8/21,6/22,5.46
251,University of the West of England,0.4,Masters,San Marcos,M,N/A,0,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.97
252,University of Kentucky,2.02,Phd,Fairfax,F,0,1,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.64
253,UCL,4.12,Phd,Bristol,M,N/A,1,N/A,2,Basel II Analyst,8/11,8/13,Asset Liability Management Analyst,8/19,5/21,Marketing Data Scientist,11/19,7/20,2.56
254,Creighton University,1.62,Phd,Atlanta,M,1,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.53
255,Temple University,1.15,Masters,Medford,N/A,1,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.24
256,University of Roehampton,2.96,Phd,Tulsa,F,1,0,1,4,Financial Product Analyst,4/24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.62
257,Rush University,3.43,Phd,Fairbanks,N/A,N/A,1,0,0,Banking Analytics Consultant,10/5,1/14,Financial Advisor,6/21,7/22,N/A,N/A,N/A,8.48
258,University of Bristol,1.76,Masters,Baltimore,F,N/A,1,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.67
259,Ohio State University,2.87,Masters,Los Angeles,M,1,1,0,0,Investment Banking Analyst,1/7,6/10,Asset Management Analyst,7/4,11/17,Credit Scoring Specialist,9/6,1/10,5.14
260,University of Liverpool,4.34,Bachelors,Milwaukee,M,0,0,1,3,Marketing Data Scientist,1/22,N/A,Financial Reporting Analyst,2/9,5/16,Financial Market Data Scientist,5/11,1/16,6.95
261,University of Oxford,3.3,Phd,Las Vegas,N/A,N/A,0,0,1,Model Implementation Specialist,3/18,3/23,N/A,N/A,N/A,N/A,N/A,N/A,9.28
262,Nova Southeastern University,3.27,Bachelors,Washington DC,N/A,0,1,1,4,Regulatory Stress Testing Analyst,6/24,N/A,Alternative Data Researcher,4/13,2/21,Market Research Analyst,12/14,2/22,9.95
263,University of Massachusetts,0.89,Phd,Kingston upon Thames,F,N/A,1,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.06
264,Glasgow Caledonian University,2.67,Phd,North West,F,1,0,N/A,2,Financial Engineering Specialist,3/8,8/12,Product Pricing Analyst,8/16,8/19,Quantitative Model Validator,7/9,2/10,4.83
265,University of Florida,0.29,Masters,Eugene,N/A,1,0,0,1,Financial Econometrics Researcher,12/20,1/22,Risk Appetite Analyst,5/4,12/6,Financial Product Analyst,12/16,5/22,3.18
266,University of Utah,2.01,Phd,San Antonio,M,N/A,0,N/A,4,Data Visualization Specialist,7/17,N/A,Client Relations Analyst,1/21,1/22,Forensic Accountant,7/7,11/20,0.58
267,Virginia Polytechnic Institute and State University,4.63,Phd,Luton,M,0,1,0,2,Mortgage Risk Analyst,2/10,9/12,Liquidity Risk Analyst,11/13,3/19,Structured Finance Analyst,11/22,3/23,2.79
268,Lehigh University,4.34,Phd,Rochester,N/A,N/A,1,1,3,Strategic Planning Analyst,4/8,4/12,Banking Operations Data Scientist,3/17,10/20,Tax Analyst,12/20,12/22,2.77
269,Dartmouth College,0.52,Phd,Chester,M,0,0,1,2,Behavioral Analytics Researcher,10/8,10/15,Retail Banking Analyst,5/10,5/18,Machine Learning Model Auditor,7/10,10/12,5.81
270,Florida Atlantic University,2.64,Masters,Manchester,M,0,0,1,0,Machine Learning Model Validator,5/13,9/21,Marketing Data Scientist,4/4,6/22,Capital Markets Data Scientist,8/21,3/24,3.04
271,University of East Anglia,1.94,Phd,St. Andrews,F,0,0,0,2,Private Equity Analyst,4/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.38
272,University of Plymouth,3.4,Masters,Kingston upon Thames,N/A,N/A,1,0,0,Investment Analyst,6/20,N/A,Liquidity Risk Analyst,4/19,9/23,Financial Econometrics Researcher,3/7,8/21,7.1
273,University of California Berkeley,1.96,Bachelors,Los Angeles,F,N/A,1,1,2,Churn Prediction Specialist,4/8,N/A,Liquidity Risk Analyst,9/23,9/23,Credit Risk Analyst,9/20,9/21,7.18
274,University of Georgia,3.65,Bachelors,Camden,F,0,0,0,1,Model Development Analyst,3/10,5/11,Quantitative Risk Analyst,4/5,1/16,Operational Risk Analyst,9/15,10/23,1.1
275,Cardiff University,3.76,Bachelors,Hempstead,F,N/A,0,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.43
276,University of California Santa Barbara,3.41,Phd,Tulsa,M,0,0,0,0,Business Intelligence Analyst,11/15,1/16,Equity Research Analyst,11/7,2/16,Tax Analyst,2/17,4/19,7.96
277,Lehigh University,4.54,Masters,Glasgow,F,0,0,0,0,Banking Fraud Investigator,4/19,6/23,Algorithmic Audit Specialist,2/18,7/20,Basel III Implementation Specialist,12/21,6/23,8.78
278,University of Pennsylvania,0.09,Phd,Philadelphia,F,1,1,1,0,Credit Loss Forecasting Analyst,1/13,N/A,Algorithmic Trading Developer,12/11,9/16,Behavioral Analytics Researcher,10/11,2/24,9.97
279,University of California Davis,4.75,Masters,Denver,N/A,0,0,0,1,Financial Systems Analyst,5/3,4/22,Revenue Analyst,5/13,4/19,Financial Econometrics Researcher,7/22,9/22,5.54
280,Oregon State University,4.65,Phd,College Station,M,N/A,0,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.93
281,Stony Brook University,0.03,Phd,Greenwich,F,1,1,N/A,4,Derivatives Pricing Analyst,10/20,7/23,Alternative Data Researcher,7/4,3/24,N/A,N/A,N/A,5.87
282,Middlesex University,3.91,Masters,Aberdeen,N/A,N/A,1,1,2,Structured Finance Analyst,12/21,8/23,Market Research Analyst,6/13,9/21,N/A,N/A,N/A,2.64
283,Texas AandM University,2.29,Phd,Tulsa,F,0,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.37
284,University of Rhode Island,3.86,Phd,Southampton,N/A,N/A,1,0,2,Financial Advisor,2/23,N/A,Quantitative Model Validator,12/24,12/24,Forensic Accountant,11/16,10/17,0.9
285,University of Derby,0.71,Phd,Chicago,M,1,0,0,3,Commercial Banking Analyst,11/21,9/24,N/A,N/A,N/A,N/A,N/A,N/A,8.69
286,Louisiana Tech University,2.57,Phd,St. Andrews,F,0,0,N/A,1,Equity Research Analyst,2/22,7/22,Financial Product Analyst,7/6,3/13,N/A,N/A,N/A,7.9
